Name,SMILES,Melting_Point_Average(K)
trihexylammonium trifluoromethanesulfonate,CCCCCC[NH+](CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,272.1
trihexylammonium hydrogen sulfate,CCCCCC[NH+](CCCCCC)CCCCCC.O=S(=O)([O-])O,301.9
N-(2-aminoethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)amide,CCCCCC[NH2+]CCN.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,291.45
N-hexylethylenediammonium trifluoroacetate,CCCCCC[NH2+]CC[NH3+].O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F,282.1
N-hexylethylenediaminium bis((trifluoromethyl)sulfonyl)imide,CCCCCC[NH2+]CC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.65
N-hexylethylenediammonium trifluoromethanesulfonate,CCCCCC[NH2+]CC[NH3+].O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,321.95
hexyltrimethylphosphonium bis((trifluoromethyl)sulfonyl)imide,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,294.15
ethyltrihexylphosphonium bromide,CCCCCC[P+](CC)(CCCCCC)CCCCCC.[Br-],332.65
propyltrihexylphosphonium bromide,CCCCCC[P+](CCC)(CCCCCC)CCCCCC.[Br-],298.15
butyltrihexylphosphonium bromide,CCCCCC[P+](CCCC)(CCCCCC)CCCCCC.[Br-],303.15
tetrahexylphosphonium bromide,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],343.15
tetrahexylphosphonium chloride,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],298.15
"1-hexyl-3,5-dimethylpyridinium bis((trifluoromethyl)sulfonyl)imide",CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283
1-hexyl-3-methyl-4-(dimethylamino)pyridinium bis((trifluoromethyl)sulfonyl)imide,CCCCCC[n+]1ccc(N(C)C)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,271
1-hexyl-3-methyl-4-(dimethylamino)pyridinium bromide,CCCCCC[n+]1ccc(N(C)C)c(C)c1.[Br-],392
1-hexyl-4-(dimethylamino) pyridinium bromide,CCCCCC[n+]1ccc(N(C)C)cc1.[Br-],469
1-hexyl-4-(4-methylpiperidino) pyridinium bis((trifluoromethyl)sulfonyl)imide,CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310
N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide,CCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.3
1-hexyl-3-methylpyridinium 4-methylbenzenesulfonate,CCCCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,329.3
1-hexyl-3-methylpyridinium trifluoromethanesulfonate,CCCCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,336.88
1-hexyl-3-methylpyridinium chloride,CCCCCC[n+]1cccc(C)c1.[Cl-],351.1875
1-hexylquinolinium bis(trifluoromethylsulfonyl)amide,CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.7333333
1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,275.2666667
n-hexyl pyridinium chloride,CCCCCC[n+]1ccccc1.[Cl-],362.325
1-methyl-3-hexylimidazolium perfluorobutanesulfonate,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,296.75
3-hexylthiazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.1
N-hexylbenzothiazolium hexafluorophosphate,CCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,358.79
1-hexyl-4-nitroimidazolium Nitrate,CCCCCCn1c[nH+]c([N+](=O)[O-])c1.O=[N+]([O-])[O-],284.15
"1-hexyl-3-methylimidazolium tetrakis[3,5-bis(trifluoromethyl)phenyl]borate",CCCCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,355.15
1-hexyl-3-methylimidazolium pentafluoroethyltrifluoroborate,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,263.15
1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,192.4583333
1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,209.0875
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.6803334
1-hexyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,300
1-hexyl-3-methylimidazolium hydrosulfate,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])O,316.15
1-hexyl-3-methylimidazolium 4-nitropyrazolide,CCCCCCn1cc[n+](C)c1.O=[N+]([O-])c1cn[n-]c1,306
1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](C)c1.[Cl-],348.15
1-hexyl-3-methylimidazolium iodide,CCCCCCn1cc[n+](C)c1.[I-],212.2
"1-hexyl-3-methylimidazolium 1,2,4-triazolide",CCCCCCn1cc[n+](C)c1.[c-]1nc[nH]n1,307
"1-hexyl-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCCCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,268.0166667
2-phenylazo-1-Hexyl-3-methylimidazolium  bis(pentafluoroethylsulfonyl)amide,CCCCCCn1cc[n+](C)c1N=Nc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,306
2-phenylazo-1-Hexyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCCCn1cc[n+](C)c1N=Nc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321
1-hexyl-3-[2-(diethoxyphosphinyl) ethyl]-1H-imidazolium tetrafluoroborate,CCCCCCn1cc[n+](CCP(=O)(OCC)OCC)c1.F[B-](F)(F)F,190.55
1-hexyl-3-[2-(diethoxyphosphinyl) ethyl]-1H-imidazolium hexafluorophosphate,CCCCCCn1cc[n+](CCP(=O)(OCC)OCC)c1.F[P-](F)(F)(F)(F)F,210.85
1-hexylimidazolium  L-lactate,CCCCCCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
1-(1-amoxymethyl)-3-(1-butoxymethyl)imidazolium hexafluorophosphate,CCCCCOCn1cc[n+](COCCCC)c1.F[P-](F)(F)(F)(F)F,311.15
1-pentyloxymethylimidazolium  L-lactate,CCCCCOCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
1-butyl-3-methylimidazolium pentyl sulfate,CCCCCOS(=O)(=O)[O-].CCCCn1cc[n+](C)c1,256.15
1-ethyl-3-methylimidazolium n-pentyltrifluoroborate,CCCCC[B-](F)(F)F.CCn1cc[n+](C)c1,289.15
"N,N-dimethyl-N-amyl-N-(ethoxycarbonylmethyl)ammonium bis((trifluoromethyl)sulfonyl)imide",CCCCC[N+](C)(C)CC(=O)OCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,256.15
"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)",CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.9
dimethyldipentylammonium bromide,CCCCC[N+](C)(C)CCCCC.[Br-],349.35
diethyldipentylammonium bromide,CCCCC[N+](CC)(CC)CCCCC.[Br-],330.65
pentyltripropylammonium bis(pentafluoroethanesulfonyl)amide,CCCCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,318.15
tetrapentylammonium thiocyanate,CCCCC[N+](CCCCC)(CCCCC)CCCCC.N#C[S-],322.65
tetrapentylammonium bis((trifluoromethyl)sulfonyl)imide,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.35
tetrapentylammonium nitrate,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=[N+]([O-])[O-],385.375
tetrapentylammonium bromide,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.03
tetrapentylammonium chloride,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Cl-],295.15
tetrapentylammonium perchlorate,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[O-][Cl+3]([O-])([O-])[O-],389.1
"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282.7
N-pentyl-N-methylpyrrolidinium perfluorobutylsulfonate,CCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,389.15
1-methyl-1-pentylpiperidinium bromide,CCCCC[N+]1(C)CCCCC1.[Br-],446.8
4-methyl-4-pentylmorpholinium bromide,CCCCC[N+]1(C)CCOCC1.[Br-],467
pentylammonium formate,CCCCC[NH3+].O=C[O-],285.125
1-pentyl-3-methylpyridinium chloride,CCCCC[n+]1cccc(C)c1.[Cl-],365.1
1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.82
1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.1
1-methyl-3-pentylimidazolium chloride,CCCCC[n+]1ccn(C)c1.[Cl-],349.1
N-pentylbenzothiazolium hexafluorophosphate,CCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,412.26
"1-amyl-3-methylimidazolium tetrakis[3,5-bis(trifluoromethyl)phenyl]borate tetrakis[3,5-bis(trifluoromethyl)phenyl]borate",CCCCCn1cc[n+](C)c1.CCCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,355.15
1-amyl-3-methylimidazolium hexafluorophosphate,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313.15
1-amyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.82
1-pentylimidazolium  L-lactate,CCCCCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
tri-n-butylamine Mesylate,CCCCN(CCCC)CCCC.CS(=O)(=O)O,343.95
"1,3-dimethyl-2-(1-butylimino)imidazolidine benzoyl-1,1,1-trifluoroacetone",CCCCN=C1N(C)CCN1C.O=C(CC(=O)C(F)(F)F)c1ccccc1,321.15
"1,3-dimethyl-2-(1-butylimino)imidazolidine 2-thenoyltrifluoroacetone",CCCCN=C1N(C)CCN1C.O=C(CC(=O)C(F)(F)F)c1cccs1,359.15
Di-n-Butylamine dibutylphosphate,CCCCNCCCC.CCCCOP(=O)(O)OCCCC,336.55
Di-n-Butylamine Mesylate,CCCCNCCCC.CS(=O)(=O)O,345.55
Di-n-Butylamine sulfamic acid,CCCCNCCCC.NS(=O)(=O)O,360.15
Di-n-Butylamine Formate,CCCCNCCCC.O=CO,300.95
1-(1-propoxymethyl)-3-(1-butoxymethyl)imidazolium hexafluorophosphate,CCCCOC[n+]1ccn(COCCC)c1.F[P-](F)(F)(F)(F)F,320.15
"1,3-di(1-butoxymethyl)imidazolium hexafluorophosphate",CCCCOCn1cc[n+](COCCCC)c1.F[P-](F)(F)(F)(F)F,330.15
1-butyloxymethylimidazolium  L-lactate,CCCCOCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
diethylamine dibutylphosphate,CCCCOP(=O)(O)OCCCC.CCNCC,266.35
ethylenediamine dibutylphosphate,CCCCOP(=O)(O)OCCCC.NCCN,254.85
triethanolamine dibutylphosphate,CCCCOP(=O)(O)OCCCC.OCCN(CCO)CCO,316.35
diethanolamine dibutylphosphate,CCCCOP(=O)(O)OCCCC.OCCNCCO,301.95
Trimethyl-butylammonium Butyl sulfate,CCCCOS(=O)(=O)[O-].CCCC[N+](C)(C)C,335
"N,N-diethyl-N-butyl-N-(methoxycarbonylmethyl)ammonium butyl sulfate",CCCCOS(=O)(=O)[O-].CCCC[N+](CC)(CC)CC(=O)OC,240.15
Ethyl(2-hydroxyethyl)dimethylammonium Butyl sulfate,CCCCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,293
2-hydroxyethyltrimethylammonium Butyl sulfate,CCCCOS(=O)(=O)[O-].C[N+](C)(C)CCO,324
Trimethyl-butylammonium Mesylate,CCCC[N+](C)(C)C.CS(=O)(=O)[O-],440.075
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,286.8878572
"N-adamantyl-N,N-dimethyl-N-butylammonium bis(fluorosulfonyl)amide",CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,338.4
"N-adamantyl-N,N-dimethyl-N-butylammonium bis(trifluoromethylsulfonyl)imide",CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,326.8
Dimethyl-ethyl-butylammonium Ethylsulfate,CCCC[N+](C)(C)CC.CCOS(=O)(=O)[O-],307
dimethyl-ethyl-butylammonium tetrafluoroborate,CCCC[N+](C)(C)CC.F[B-](F)(F)F,431.15
"N-butyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethanesulfonyl)amide",CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.125
dimethyl-propyl-butylammonium tricyanomethanide,CCCC[N+](C)(C)CCC.N#C[C-](C#N)C#N,279.65
"N,N-dimethyl-N-propyl-1-butanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCC[N+](C)(C)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,291.875
dibutyldimethylammonium hexafluorophosphate,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,436.65
dibutyldimethylammonium bromide,CCCC[N+](C)(C)CCCC.[Br-],428.65
"N-(2-hydroxyethyl)-N,N-dimethylbutanaminium bromide",CCCC[N+](C)(C)CCO.[Br-],372.2
"N,N,N',N'-tetramethyl-N,N'-dibutyl-ethylenediammonium di[bis(trifluoromethanesulfonyl)
amide]",CCCC[N+](C)(C)CC[N+](C)(C)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,398.15
"N,N-diethyl-N-methylbutan-1-aminium trifluoro(perfluorobutyl)borate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.125
"N, N-diethyl-N-methyl-N-(n-butyl)ammonium (heptafluoro-n-propyl)trifluoroborate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15
"N,N-diethyl-N-methylbutan-1-aminium trifluoro(perfluoroethyl)borate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,288.125
"N,N-diethyl-N-methylbutan-1-aminium trifluoro(trifluoromethyl)borate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,270.125
"N,N-diethyl-N-methylbutan-1-aminium tetrafluoroborate",CCCC[N+](C)(CC)CC.F[B-](F)(F)F,438.125
"N,N-diethyl-N-methylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282.45
"N,N-dibutyl-N-methyl-1-butanaminium methyl sulfate",CCCC[N+](C)(CCCC)CCCC.COS(=O)(=O)[O-],335.1
tributylmethylammonium methanesulfonate,CCCC[N+](C)(CCCC)CCCC.CS(=O)(=O)[O-],351.1
tributylmethylammonium trifluoromethanesulfonate,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,360.4
tributylmethylammonium hydrogen sulfate,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([O-])O,369.6
"N,N,N',N',N''-pentamethyl-N''-butyl-guanidinium  nitrate",CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],345.15
butyltriethyl ammonium bromide,CCCC[N+](CC)(CC)CC.[Br-],490.06
butyltris(3-methylbutyl)ammonium bromide,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],395.15
butyltriisoamylammonium tetraphenylborate,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,536.6
"N,N,N-tri(n-butyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",CCCC[N+](CCCC)(CCCC)CCCC(=O)OCC.[Br-],363.1
tetrabutylammonium L-alaninate,CCCC[N+](CCCC)(CCCC)CCCC.C[C@H](N)C(=O)[O-],344
tetrabutylammonium p-toluenesulfonate,CCCC[N+](CCCC)(CCCC)CCCC.Cc1ccc(S(=O)(=O)[O-])cc1,346.625
"tetrabutylammonium 4,5-dicyanoimidazolate",CCCC[N+](CCCC)(CCCC)CCCC.N#Cc1nc[n-]c1C#N,352.15
tetrabutylammonium L-arginate,CCCC[N+](CCCC)(CCCC)CCCC.N=C(N)NCCC[C@H](N)C(=O)[O-],352
tetrabutylammonium D-phenylalaninate,CCCC[N+](CCCC)(CCCC)CCCC.N[C@H](Cc1ccccc1)C(=O)[O-],368
"tetrabutylammonium 4-nitro-1,2,3-triazolate",CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C1([N+](=O)[O-])C=NN=N1,360.15
"tetrabutylammonium 3,5-dinitro-1,2,4-triazolate",CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,412.15
tetrabutylammonium 5-nitro-benzotriazolate,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,333.15
Tetrabutylammonium picolinate,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1ccccn1,335.15
Tetrabutylammonium nicotinate,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1cccnc1,436.15
tetrabutylammonium tetrazolate,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1nnn[nH]1,207.15
Tetrabutylammonium Formate,CCCC[N+](CCCC)(CCCC)CCCC.O=C[O-],342.15
Tetrabutylammonium Dihydrogen phosphate,CCCC[N+](CCCC)(CCCC)CCCC.O=P([O-])(O)O,427.15
tetrabutylammonium tris[(trifluoromethyl)sulfonyl]methide,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,350.6
tetrabutylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,364.4
tetrabutylammonium perfluorobutanesulfonate,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,327.13
Tetrabutylammonium Trifluoromethanesulfonate,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,351.15
tetrabutylammonium hydrogen sulfate,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,443.2
"tetrabutylammonium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,265.15
"tetrabutylammonium 2,2,3,3-tetrafluoropropyl sulfate",CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,269.15
"tetrabutylammonium 2,2,2-trifluoroethyl sulfate",CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)F,349.15
tetrabutylammonium Nitrate,CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])[O-],388.8833333
"tetrabutylammonium 2,4-dinitroimidazolate",CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,354.15
tetrabutylammonium 4-nitroimidazolate,CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1c[n-]cn1,379.15
"1-butanaminium, N.N.N-tributyl-, salt with 2,4,6-trinitrophenol (1:1)",CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,363.25
tetrabutylammonium 5-nitrobenzimidazolate,CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1ccc2nc[n-]c2c1,354.15
"tetrabutylammonium 4,5-dinitroimidazolate",CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],358.15
tetrabutylammonium chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],326.1805556
tetrabutylammonium perchlorate,CCCC[N+](CCCC)(CCCC)CCCC.[O-][Cl+3]([O-])([O-])[O-],487.6
3-tri-n-butylammoniopropanesulfonic acid hydrosulfate,CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O.O=S(=O)([O-])O,266.15
dibutyltetramethylguanidinium dicyanamide,CCCC[N+](CCCC)=C(N(C)C)N(C)C.N#C[N-]C#N,371.1
N-methyl-N-butyl-pyrrolidinium mesylate,CCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],327.4833333
N-methyl-N-butyl-pyrrolidinium tosylate,CCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,387.65
1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,276
N-methyl-N-butyl-pyrrolidinium hexafluoroarsenate,CCCC[N+]1(C)CCCC1.F[As-](F)(F)(F)(F)F,339.15
N-methyl-N-butyl-pyrrolidinium (heptafluoro-n-propyl)trifluoroborate,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,279.15
N-methyl-N-butyl-pyrrolidinium pentafluoroethyltrifluoroborate,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,295.15
N-methyl-N-butyl-pyrrolidinium trifluoromethyltrifluoroborate,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,255.15
1-butyl-1-methylpyrrolidinium tetrafluoroborate,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,387.825
1-butyl-1-methylpyrrolidinium hexafluorophosphate,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,359.7
1-butyl-1-methylpyrrolidinium tetracyanoborate,CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N,292.2175
1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,265.8733333
1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,223.075
N-butyl-N-methyl pyrrolidinium cyanate,CCCC[N+]1(C)CCCC1.N#C[O-],371.15
1-butyl-1-methylpyrrolidinium thiocyanate,CCCC[N+]1(C)CCCC1.N#C[S-],295.4
N-methyl-N-butyl-pyrrolidinium picolinate,CCCC[N+]1(C)CCCC1.O=C([O-])c1ccccn1,351.15
N-methyl-N-butyl-pyrrolidinium nicotinate,CCCC[N+]1(C)CCCC1.O=C([O-])c1cccnc1,447.15
N-methyl-N-butyl-pyrrolidinium difluorophosphate,CCCC[N+]1(C)CCCC1.O=P([O-])(F)F,300.15
N-methyl-N-butyl-pyrrolidinium dihydrogen phosphate,CCCC[N+]1(C)CCCC1.O=P([O-])(O)O,385.15
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,255.8
1-butyl-1-methylpyrrolidinium bis(nonafluorobutylsulfonyl)imide,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,371
1-butyl-1-methylpyrrolidinium bis((perfluoroethyl)sulfonyl)amide,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,280.55
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,260.7500439
N-methyl-N-butyl-pyrrolidinium perfluorobutylsulfonate,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,367.15
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,269.084
"1-butyl-1-methylpyrrolidinium cyclohexafluoropropane-1,3-bis(sulfonyl)imide",CCCC[N+]1(C)CCCC1.O=S1(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C1(F)F,292
1-butyl-1-methylpyrrolidinium bromide,CCCC[N+]1(C)CCCC1.[Br-],477
N-methyl-N-butyl-piperidinium (heptafluoro-n-propyl)trifluoroborate,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,354.15
N-methyl-N-butyl-piperidinium pentafluoroethyltrifluoroborate,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,314.15
