Name,SMILES,Melting_Point_Average(K)
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.355
"n-butyl pyridinium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CCCC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,276.25
1-butylpyridinium bromide,CCCC[n+]1ccccc1.[Br-],378.155
1-butylpyridinium chloride,CCCC[n+]1ccccc1.[Cl-],402.65
1-butyl-2-methylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1C.F[B-](F)(F)F,301.3
1-(2-hydroxypropyl)-3-butylimidazolium chloride,CCCC[n+]1ccn(CC(C)O)c1.[Cl-],409.65
"1,2-bis(3-butylimidazolium-1-yl)ethane dibromide",CCCC[n+]1ccn(CCn2cc[n+](CCCC)c2)c1.[Br-].[Br-],373.8
"1-butyl-4-(3,3,3-trifluoropropyl)-1,2,4-triazolium trifluoromethanesulfonate",CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([O-])C(F)(F)F,306.15
3-butylbenzo[d]thiazol-3-ium hexafluorophosphate(V),CCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,394.85
1-butyl-3-methylbenzotriazolium mesylate,CCCC[n+]1nn(C)c2ccccc21.CS(=O)(=O)[O-],330.15
1-butyl-3-methylbenzotriazolium tosylate,CCCC[n+]1nn(C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,393.15
1-butyl-3-ethylbenzotriazolium hexafluorophosphate,CCCC[n+]1nn(CC)c2ccccc21.F[P-](F)(F)(F)(F)F,374.15
"1-phenyl-2-butyl-3,5-dimethylpyrazolium tetrafluoroborate",CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,340.8
1-butyl-3-methylimidazolium 2-methoxy-2-oxoacetate,CCCCn1cc[n+](C)c1.COC(=O)C(=O)[O-],330
1-butyl-3-methylimidazolium methyl sulfate,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],271.275
1-butyl-3-methylimidazolium methanesulfonate,CCCCn1cc[n+](C)c1.CS(=O)(=O)[O-],343.125
1-butyl-3-methylimidazolium tosylate,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,339.17
1-butyl-3-methylimidazolium tetrachloroferrate,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,264.86
1-Butyl-3-methylimidazolium tetrakis(hexafluoroisopropoxy)borate,CCCCn1cc[n+](C)c1.FC(F)(F)C(O[B-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F,325.7166667
"1-butyl-3-methylimidazolium tetrakis-(3,5-bis(trifluoromethyl)phenyl)borate",CCCCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,379.15
1-butyl-3-methylimidazolium pentafluoroethyltrifluoroborate,CCCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,231.15
1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,194.934375
1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,279.1073587
1-butyl-3-methylimidazolium tricyanomethanide,CCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,223.15
1-butyl-3-methylimidazolium dicyanamide,CCCCn1cc[n+](C)c1.N#C[N-]C#N,266.368
"1-butyl-3-methylimidazolium 4,5-dicyanoimidazolate",CCCCn1cc[n+](C)c1.N#Cc1nc[n-]c1C#N,199.15
1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,264
"1-butyl-3-methylimidazolium 4-nitro-1,2,3-triazolate",CCCCn1cc[n+](C)c1.O=C([O-])C1([N+](=O)[O-])C=NN=N1,200.15
"1-butyl-3-methylimidazolium 3,5-dinitro-1,2,4-triazolate",CCCCn1cc[n+](C)c1.O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,306.15
1-butyl-3-methylimidazolium 5-nitro-benzotriazolate,CCCCn1cc[n+](C)c1.O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,232.15
1-Butyl-3-methylimidazolium nicotinate,CCCCn1cc[n+](C)c1.O=C([O-])c1cccnc1,468.15
1-butyl-3-methylimidazolium tetrazolate,CCCCn1cc[n+](C)c1.O=C([O-])c1nnn[nH]1,191.15
1-Butyl-3-methylimidazolium difluorophosphate,CCCCn1cc[n+](C)c1.O=P([O-])(F)F,292.15
1-Butyl-3-methylimidazolium Dihydrogen phosphate,CCCCn1cc[n+](C)c1.O=P([O-])(O)O,438.15
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,267.6593304
1-butyl-3-methylimidazolium perfluorobutylsulfonate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,296.4333333
1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,326.3607143
1-butyl-3-methyl-1H-imidazolium N-cyclohexylsulfamate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])NC1CCCCC1,345.55
1-butyl-3-methylimidazolium hydrogen sulfate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])O,300.3
"1-butyl-3-methylimidazolium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CCCCn1cc[n+](C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,211.95
"1-butyl-3-methylimidazolium 4,4,5,5,5-pentafluoropentyl sulfate",CCCCn1cc[n+](C)c1.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,258.05
1-butyl-3-methylimidazolium nitrate,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],296.3
"1-butyl-3-methylimidazolium 2,4-dinitroimidazolate",CCCCn1cc[n+](C)c1.O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,220.15
1-butyl-3-methylimidazolium 4-nitroimidazolate,CCCCn1cc[n+](C)c1.O=[N+]([O-])c1c[n-]cn1,210.15
1-butyl-3-methylimidazolium 5-nitrobenzimidazolate,CCCCn1cc[n+](C)c1.O=[N+]([O-])c1ccc2nc[n-]c2c1,239.15
"1-butyl-3-methylimidazolium 4,5-dinitroimidazolate",CCCCn1cc[n+](C)c1.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],209.15
1-butyl-3-methylimidazolium bromide,CCCCn1cc[n+](C)c1.[Br-],347.91875
1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](C)c1.[Cl-],336.1783493
1-butyl-3-methylimidazolium azide,CCCCn1cc[n+](C)c1.[N-]=[N+]=[N-],309.15
1-butyl-3-methylimidazolium tetraphenylborate,CCCCn1cc[n+](C)c1.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,399.15
"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,309.5583333
"1-butyl-2,3-dimethylimidazolium hexafluorophosphate",CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,309.0375
"1-butyl-2,3-dimethylimidazolium hexafluoroantimonate",CCCCn1cc[n+](C)c1C.F[Sb-](F)(F)(F)(F)F,317.5
"1-butyl-2,3-dimethylimidazolium perfluorobutylsulfonate",CCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,332.15
"1-butyl-2,3-dimethylimidazolium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CCCCn1cc[n+](C)c1C.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,258.95
"1-butyl-2,3-dimethylimidazolium 4,4,5,5,5-pentafluoropentyl sulfate",CCCCn1cc[n+](C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,285.75
"1-butyl-2,3-dimethylimidazolium bromide",CCCCn1cc[n+](C)c1C.[Br-],354.695
"1-butyl-2,3-dimethylimidazolium bromide Iodine",CCCCn1cc[n+](C)c1C.[Br-].[I],370.8
"1-butyl-2,3-dimethylimidazolium chloride",CCCCn1cc[n+](C)c1C.[Cl-],367.545
2-phenylazo-1Butyl-3-methylimidazolium  bis(pentafluoroethylsulfonyl)amide,CCCCn1cc[n+](C)c1N=Nc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313
2-phenylazo-1Butyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCn1cc[n+](C)c1N=Nc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,329
1-butyl-3-ethylimidazolium trifluoroacetate,CCCCn1cc[n+](CC)c1.O=C([O-])C(F)(F)F,233.15
1-butyl-3-ethylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,233.15
1-butyl-3-ethylimidazolium perfluorobutylsulfonate,CCCCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,294.15
1-butyl-3-ethylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,275
"1,1'-dibutyl-3,3'-di-(4,4,4-trifluorobutyl)-2,2'-biimidazolium di[bis(trifluoromethanesulfonyl)amide]",CCCCn1cc[n+](CCCC(F)(F)F)c1-c1n(CCCC)cc[n+]1CCCC(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,392.15
"1,3,1',3'-Tetrabutyl-2,2'-biimidazolium di[bis-
(trifluoromethanesulfonyl)amide]",CCCCn1cc[n+](CCCC)c1-c1n(CCCC)cc[n+]1CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,368.15
"1,3-dibutylimidazolium Bromide",CCCCn1cc[n+](CCCC)c1.[Br-],328.15
"1,3-dibutylimidazolium chloride",CCCCn1cc[n+](CCCC)c1.[Cl-],328.15
1-butyl-3-[3-(diethoxyphosphinyl) propyl]-1H-imidazolium tetrafluoroborate,CCCCn1cc[n+](CCCP(=O)(OCC)OCC)c1.F[B-](F)(F)F,208.85
1-butyl-3-[3-(diethoxyphosphinyl) propyl]-1H-imidazolium hexafluorophosphate,CCCCn1cc[n+](CCCP(=O)(OCC)OCC)c1.F[P-](F)(F)(F)(F)F,220.65
1-butyl-3-[2-(diethoxyphosphinyl) ethyl]-1H-imidazolium tetrafluoroborate,CCCCn1cc[n+](CCP(=O)(OCC)OCC)c1.F[B-](F)(F)F,192.65
1-butyl-3-[2-(diethoxyphosphinyl) ethyl]-1H-imidazolium hexafluorophosphate,CCCCn1cc[n+](CCP(=O)(OCC)OCC)c1.F[P-](F)(F)(F)(F)F,222.95
"1-amino-3-n-butyl-1,2,3-triazolium nitrate",CCCCn1cc[n+](N)n1.O=[N+]([O-])[O-],321.15
1-butylimidazolium  L-lactate,CCCCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
N-butylimidazolium trifluoroacetate,CCCCn1cc[nH+]c1.O=C([O-])C(F)(F)F,321.1
N-butylimidazolium salicylate,CCCCn1cc[nH+]c1.O=C([O-])c1ccccc1O,318.1
N-butylimidazolium trifluoromethanesulfonate,CCCCn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,296.1
1-Butylimidazolium Nitrate,CCCCn1cc[nH+]c1.O=[N+]([O-])[O-],279.15
"1,3-dibutylbenzotriazolium tetrafluoroborate",CCCCn1n[n+](CCCC)c2ccccc21.F[B-](F)(F)F,358.15
"1,3-dibutylbenzotriazolium hexafluorophosphate",CCCCn1n[n+](CCCC)c2ccccc21.F[P-](F)(F)(F)(F)F,386.15
"1,3-dibutylbenzotriazolium bromide",CCCCn1n[n+](CCCC)c2ccccc21.[Br-],361.15
3-[2-(3-propoxylphenyl)-2-oxoethyl]-1-methylimidazolium bromide,CCCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1.[Br-],358.15
1-propylhexahydrothiopyrylium bis((trifluoromethyl)sulfonyl)amide,CCCS[O+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.1
1-ethyl-3-methylimidazolium n-propyltrifluoroborate,CCC[B-](F)(F)F.CCn1cc[n+](C)c1,259.1
"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,292.25
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,261.125
"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide",CCC[N+](C)(C)CCO.[Br-],372.595
"N,N-diethyl-N-methylpropan-1-aminium trifluoro(perfluorobutyl)borate",CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,327.125
"N,N-diethyl-N-methylpropan-1-aminium trifluoro(perfluoropropyl)borate",CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,330.125
"N,N-diethyl-N-methylpropan-1-aminium trifluoro(perfluoroethyl)borate",CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,327.125
"N,N-diethyl-N-methylpropan-1-aminium trifluoro(trifluoromethyl)borate",CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,368.125
"N,N-diethyl-N-methylpropan-1-aminium tetrafluoroborate",CCC[N+](C)(CC)CC.F[B-](F)(F)F,459.125
"N,N-diethyl-N-methylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287.125
N-ethyl-N-methyl-N-propylpropan-1-aminium bis((trifluoromethyl)sulfonyl)imide,CCC[N+](C)(CC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.1
methyltripropylammonium bis[(trifluoromethyl)sulfonyl]amide,CCC[N+](C)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,319.1
tetrapropylammonium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,378.125
tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],502.75
tetrapropylammonium perchlorate,CCC[N+](CCC)(CCC)CCC.[O-][Cl+3]([O-])([O-])[O-],514.1
"N,N,N-tri(n-propyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",CCC[N+](CCC)(CCC)CCCC(=O)OCC.[Br-],352.1
N-methyl-N-propyl-pyrrolidinium mesylate,CCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],353.15
N-methyl-N-propyl-pyrrolidinium tosylate,CCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,353.15
1-methyl-1-propylpyrrolidinium hexafluorophosphate,CCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,383.6
1-methyl-1-propylpyrrolidinium dicyanamide,CCC[N+]1(C)CCCC1.N#C[N-]C#N,251.625
N-methyl-N-propylpyrrolidinium cyanate,CCC[N+]1(C)CCCC1.N#C[O-],353.15
1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,269
1-methyl-1-propylpyrrolidin-1-ium bis((perfluoroethyl)sulfonyl)amide,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,279.6
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.0916667
N-methyl-N-propyl-pyrrolidinium perfluorobutylsulfonate,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,382.15
1-methyl-1-propylpyrrolidinium triflate,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,350.7
N-methyl-N-propyl-pyrrolidinium bromide,CCC[N+]1(C)CCCC1.[Br-],380.15
1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,284.725
1-methyl-1-propylpiperidinium bromide,CCC[N+]1(C)CCCCC1.[Br-],523
1-methyl-1-propyl-piperidinium chloride,CCC[N+]1(C)CCCCC1.[Cl-],498.4
N-propyl-N-methyloxazolidinium hexafluorophosphate,CCC[N+]1(C)CCOC1.F[P-](F)(F)(F)(F)F,314.15
N-propyl-N-methyloxazolidinium bis((trifluoromethyl)sulfonyl)imide,CCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15
N-propyl-N-methylmorpholinium hexafluorophosphate,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F,359.15
N-propyl-N-methylmorpholinium nitrate,CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-],331.15
4-methyl-4-propylmorpholinium bromide,CCC[N+]1(C)CCOCC1.[Br-],453.94
N-propyl-N-methylmorpholinium perchlorate,CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],364.15
1-propyl-quinuclidinium bis((trifluoromethyl)sulfonyl)imide,CCC[N+]12CCC(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15
"N,N-dimethylpropan-1-aminium trifluoromethanesulfonate",CCC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,293.1
N-methyl-N-propylpropan-1-aminium trifluoromethanesulfonate,CCC[NH+](C)CCC.O=S(=O)([O-])C(F)(F)F,290.1
"N,N-diethylpropan-1-aminium trifluoromethanesulfonate",CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,259.1
"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCC[NH+]1C(C)=CC(C)N1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.1
dipropylammonium thiocyanate,CCC[NH2+]CCC.N#C[S-],278.65
propylammonium formate,CCC[NH3+].O=C[O-],292.775
propylammonium nitrate,CCC[NH3+].O=[N+]([O-])[O-],276.775
ethyldipropylsulfonium dicyanoamide,CCC[S+](CC)CCC.N#C[N-]C#N,239.15
1-propyltetrahydro-1H-thiophen-1-ium bis((trifluoromethyl)sulfonyl)amide,CCC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1
1-phenylethanoyl-3-propylimidazolium bromide,CCC[n+]1cc[nH]c1CC(=O)c1ccccc1.[Br-],422.15
4-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,301
1-propyl-3-methylpyridinium chloride,CCC[n+]1cccc(C)c1.[Cl-],365.1
1-propylpyridinium dicyanamide,CCC[n+]1ccccc1.N#C[N-]C#N,278.685
1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.6
1-propylpyridinium bromide,CCC[n+]1ccccc1.[Br-],342.8
2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289
1-methyl-3-propylimidazolium hexafluorophosphate,CCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,306.2666667
1-methyl-3-propylimidazolium chloride,CCC[n+]1ccn(C)c1.[Cl-],334.4333333
1-methyl-3-propylimidazolium iodide,CCC[n+]1ccn(C)c1.[I-],290.75
"1,2-dimethyl-3-propylimidazolium hexafluorophosphate",CCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,351.125
"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,277.0983333
"1,2-dimethyl-3-propylimidazolium Bromide",CCC[n+]1ccn(C)c1C.[Br-],411.15
"1,2-dimethyl-3-propylimidazolium chloride",CCC[n+]1ccn(C)c1C.[Cl-],411.125
"1,1'-(butane-1,4-diyl)bis(3-propylimidazolium) bromide",CCC[n+]1ccn(CCCCn2cc[n+](CCC)c2)c1.[Br-].[Br-],351.9
1-benzyl-3-propylimidazolium trifluoromethanesulfonate,CCC[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,318.4
"4-methyl-1-propyl-1,2,4-triazolium trifluoromethanesulfonate",CCC[n+]1cn(C)cn1.O=S(=O)([O-])C(F)(F)F,276.4
"N-fluoro-propyl-4,4_¢__?bipyridinium bis((trifluoromethyl)sulfonyl)imide",CCCc1cc(-c2cc[nH+]cc2)cc[n+]1F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,335.15
"N-fluoro-propyl-4,4_¢__?bipyridinium trifluoromethanesulfonate",CCCc1cc(-c2cc[nH+]cc2)cc[n+]1F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,361.15
1-methyl-3-propylpyridinium hexafluorophosphate,CCCc1ccc[n+](C)c1.F[P-](F)(F)(F)(F)F,311.2
"1-phenyl-3,5-dimethyl-2-propylpyrazolium methanesulfonate",CCCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],365.6
"1-phenyl-3,5-dimethyl-2-propylpyrazolium tetrafluoroborate",CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,353.1
1-propyl-3-methylimidazolium (nonafluoro-n-butyl)trifluoroborate,CCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,261.15
1-propyl-3-methylimidazolium (heptafluoro-n-propyl)trifluoroborate,CCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,268.15
1-propyl-3-methylimidazolium pentafluoroethyltrifluoroborate,CCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,231.15
1-propyl-3-methylimidazolium trifluoromethyltrifluoroborate,CCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,252.15
1-propyl-3-methylimidazolium tetrafluoroborate,CCCn1cc[n+](C)c1.F[B-](F)(F)F,255.0083334
1-propyl-3-methylimidazolium hexafluorophosphate,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,306.8166667
1-propyl-3-methylimidazolium perfluorobutylsulfonate,CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,306.15
1-propyl-3-methylimidazolium chloride,CCCn1cc[n+](C)c1.[Cl-],333.15
"1-propyl-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,286.35
"1,3-dipropylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.9
"1,3-dipropyl-2-isobutylimidazolium bromide",CCCn1cc[n+](CCC)c1CC(C)C.[Br-],435.65
"1-amino-3-n-propyl-1,2,3-triazolium nitrate",CCCn1cc[n+](N)n1.O=[N+]([O-])[O-],306.15
1-propylimidazolium  L-lactate,CCCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
triethylamine Mesylate,CCN(CC)CC.CS(=O)(=O)O,297.45
tris(diethylamino)cyclopropenium bis(trifluoromethansulfonyl)amide,CCN(CC)c1c(N(CC)CC)c1=[N+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.6
diethylamine Mesylate,CCNCC.CS(=O)(=O)O,318.25
diethylamine Formate,CCNCC.O=CO,308.95
"N,N,N-triethyl(4-ethoxy-4-oxobutyl)-1-aminium bromide",CCOC(=O)CCC[N+](CC)(CC)CC.[Br-],351.1
1-(4-ethoxy-4-oxobutyl)-1-methylpyrrolidinium bromide,CCOC(=O)CCC[N+]1(C)CCCC1.[Br-],346.1
"N,N,N-trimethyl-N-(ethoxycarbonylmethyl)ammonium methylsulfate",CCOC(=O)C[N+](C)(C)C.COS(=O)(=O)[O-],311.15
"N,N-dimethyl-N-ethyl-N-(ethoxycarbonylmethyl)ammonium ethylsulfate",CCOC(=O)C[N+](C)(C)CC.CCOS(=O)(=O)[O-],294.15
N-methyl-N-(2-ethoxy-2-oxoethyl)morpholinium bromide,CCOC(=O)C[N+]1(C)CCOCC1.[Br-],424.7
3-methyl-1-(ethoxycarbonylmethyl)imidazolium dicyanoamide,CCOC(=O)Cn1cc[n+](C)c1.N#C[N-]C#N,308.15
1-(1-(R)-ethoxycarbonyl-ethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCOC(=O)[C@@H](C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15
1-(1-(R)-ethoxycarbonyl-ethyl)-3-methylimidazolium trifluoromethanesulfonate,CCOC(=O)[C@@H](C)n1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,346.15
L-phenylalanine ethyl ester bis(perfluoroethylsulfonyl)imide,CCOC(=O)[C@@H]([NH3+])Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,372.88
"(S)-2-(ethoxycarbonyl)-1,1-diethylpyrrolidin-1-ium bromide",CCOC(=O)[C@@H]1CCC[N+]1(CC)CC.[Br-],376
Diethoxymethylene-dimethylammonium tetrafluoroborate,CCOC(OCC)=[N+](C)C.F[B-](F)(F)F,309.05
Ethoxymethylene-dimethyl-ethylammonium tetrafluoroborate,CCOC=C(C)[NH+](C)C.F[B-](F)(F)F,280.95
Ethoxymethylene-ethoxyethyl-ethylammonium tetrafluoroborate,CCOC=[N+](CC)CCOCC.F[B-](F)(F)F,279.55
"(ethoxymethyl)triethylphosphonium 1,2,3-triazolide",CCOC[P+](CC)(CC)CC.[c-]1c[nH]nn1,306
